Year,Country ,Country Code,Medal Type,Medals
1906,UK,GBR,No Medal,35
2000,Georgia,GEO,No Medal,35
1984,Ireland,IRL,No Medal,35
2010,South Korea,KOR,No Medal,35
2004,Latvia,LVA,No Medal,35
1952,Mexico,MEX,No Medal,35
2000,Nigeria,NGA,No Medal,35
2016,Nigeria,NGA,No Medal,35
1956,Norway,NOR,No Medal,35
1948,Poland,POL,No Medal,35
1998,Poland,POL,No Medal,35
1984,Russia,RUS,No Medal,35
2012,Thailand,THA,No Medal,35
1960,Turkey,TUR,No Medal,35
1968,USA,USA,Bronze,35
2008,USA,USA,Bronze,35
2012,Chile,CHL,No Medal,36
2016,Chile,CHL,No Medal,36
2002,China,CHN,No Medal,36
1988,Egypt,EGY,No Medal,36
1996,Estonia,EST,No Medal,36
1936,Greece,GRC,No Medal,36
1980,Ireland,IRL,No Medal,36
1980,North Korea,PRK,No Medal,36
2004,Russia,RUS,Bronze,36
2010,Ukraine,UKR,No Medal,36
1972,USA,USA,Gold,36
2000,USA,USA,Gold,36
2004,USA,USA,Gold,36
2008,USA,USA,Gold,36
1952,Venezuela,VEN,No Medal,36
1996,Venezuela,VEN,No Medal,36
1994,Austria,AUT,No Medal,37
1936,Brazil,BRA,No Medal,37
1972,Colombia,COL,No Medal,37
1976,Denmark,DNK,No Medal,37
2014,Finland,FIN,No Medal,37
1908,UK,GBR,Bronze,37
1996,Georgia,GEO,No Medal,37
1924,Greece,GRC,No Medal,37
1960,Greece,GRC,No Medal,37
1968,Guatemala,GTM,No Medal,37
2000,India,IND,No Medal,37
2002,South Korea,KOR,No Medal,37
1972,Puerto Rico,PRI,No Medal,37
1992,Russia,RUS,Bronze,37
1964,Russia,RUS,Silver,37
1968,Russia,RUS,Silver,37
2004,Serbia,SRB,No Medal,37
2014,Slovenia,SVN,No Medal,37
2004,Tunisia,TUN,No Medal,37
1960,USA,USA,Gold,37
1964,USA,USA,Gold,37
1976,USA,USA,Gold,37
1980,USA,USA,No Medal,37
2016,USA,USA,Silver,37
2002,Belarus,BLR,No Medal,38
2012,China,CHN,Gold,38
1972,Germany,DEU,Silver,38
1912,Denmark,DNK,No Medal,38
1964,Spain,ESP,No Medal,38
1920,Finland,FIN,No Medal,38
2010,Finland,FIN,No Medal,38
2014,UK,GBR,No Medal,38
1948,India,IND,No Medal,38
1992,India,IND,No Medal,38
2008,Iran,IRN,No Medal,38
2012,Latvia,LVA,No Medal,38
2016,Morocco,MAR,No Medal,38
1992,Mongolia,MNG,No Medal,38
2004,Puerto Rico,PRI,No Medal,38
1956,Russia,RUS,Bronze,38
2006,Slovakia,SVK,No Medal,38
2014,Slovakia,SVK,No Medal,38
2006,Slovenia,SVN,No Medal,38
2004,Thailand,THA,No Medal,38
2016,USA,USA,Bronze,38
1988,USA,USA,Gold,38
1976,USA,USA,Silver,38
1992,USA,USA,Silver,38
1992,"Virgin Islands, US",VIR,No Medal,38
1988,Zimbabwe,ZWE,No Medal,38
2002,Austria,AUT,No Medal,39
2006,Austria,AUT,No Medal,39
2004,Belgium,BEL,No Medal,39
1952,Bulgaria,BGR,No Medal,39
2000,Algeria,DZA,No Medal,39
1948,Spain,ESP,No Medal,39
2002,Finland,FIN,No Medal,39
1976,Greece,GRC,No Medal,39
2016,Croatia,HRV,No Medal,39
1906,Hungary,HUN,No Medal,39
1960,Ireland,IRL,No Medal,39
2016,Iran,IRN,No Medal,39
2004,Israel,ISR,No Medal,39
1996,Kyrgyzstan,KGZ,No Medal,39
1936,Luxembourg,LUX,No Medal,39
1996,Moldova,MDA,No Medal,39
2016,Mongolia,MNG,No Medal,39
1964,Russia,RUS,Bronze,39
2008,Thailand,THA,No Medal,39
1992,USA,USA,Bronze,39
2004,USA,USA,Silver,39
2008,USA,USA,Silver,39
2010,Austria,AUT,No Medal,40
1964,Belgium,BEL,No Medal,40
1948,Brazil,BRA,No Medal,40
1972,Germany,DEU,Gold,40
1964,Denmark,DNK,No Medal,40
1900,France,FRA,Silver,40
1984,Guatemala,GTM,No Medal,40
1952,India,IND,No Medal,40
2008,Ireland,IRL,No Medal,40
1992,Israel,ISR,No Medal,40
2012,Morocco,MAR,No Medal,40
1964,Mongolia,MNG,No Medal,40
1988,Philippines,PHL,No Medal,40
1960,Russia,RUS,Bronze,40
1988,Russia,RUS,Silver,40
1998,Sweden,SWE,No Medal,40
1996,Thailand,THA,No Medal,40
2014,Ukraine,UKR,No Medal,40
1932,USA,USA,Silver,40
1906,Austria,AUT,No Medal,41
1936,Germany,DEU,Gold,41
2008,Estonia,EST,No Medal,41
1906,France,FRA,No Medal,41
1932,UK,GBR,No Medal,41
2012,Iran,IRN,No Medal,41
2012,Israel,ISR,No Medal,41
1980,Mexico,MEX,No Medal,41
1998,Norway,NOR,No Medal,41
2008,Norway,NOR,No Medal,41
1936,Romania,ROU,No Medal,41
1964,Russia,RUS,Gold,41
1948,Serbia,SRB,No Medal,41
1964,Serbia,SRB,No Medal,41
2008,Serbia,SRB,No Medal,41
2010,Slovenia,SVN,No Medal,41
2016,Slovenia,SVN,No Medal,41
1932,Sweden,SWE,No Medal,41
2006,Sweden,SWE,No Medal,41
2010,Sweden,SWE,No Medal,41
1964,Thailand,THA,No Medal,41
2016,Thailand,THA,No Medal,41
1998,Ukraine,UKR,No Medal,41
1920,USA,USA,Gold,41
1948,USA,USA,Gold,41
1956,Belgium,BEL,No Medal,42
1972,Brazil,BRA,No Medal,42
1924,Canada,CAN,No Medal,42
2010,China,CHN,No Medal,42
2008,Algeria,DZA,No Medal,42
1964,India,IND,No Medal,42
2004,India,IND,No Medal,42
2000,Israel,ISR,No Medal,42
1992,Lithuania,LTU,No Medal,42
2004,Lithuania,LTU,No Medal,42
1994,Norway,NOR,No Medal,42
1956,Pakistan,PAK,No Medal,42
1956,Romania,ROU,No Medal,42
1972,Turkey,TUR,No Medal,42
1992,Turkey,TUR,No Medal,42
2006,Ukraine,UKR,No Medal,42
1992,USA,USA,Gold,42
1948,Australia,AUS,No Medal,43
1912,Austria,AUT,No Medal,43
1992,Germany,DEU,Gold,43
1994,Germany,DEU,No Medal,43
1960,Denmark,DNK,No Medal,43
2004,Egypt,EGY,No Medal,43
1932,France,FRA,No Medal,43
1994,France,FRA,No Medal,43
2010,UK,GBR,No Medal,43
2016,Israel,ISR,No Medal,43
1908,Netherlands,NLD,No Medal,43
2012,Norway,NOR,No Medal,43
1976,Russia,RUS,Bronze,43
1956,Russia,RUS,Gold,43
1988,Turkey,TUR,No Medal,43
1908,USA,USA,No Medal,43
2016,Azerbaijan,AZE,No Medal,44
2014,China,CHN,No Medal,44
1996,Colombia,COL,No Medal,44
2000,Colombia,COL,No Medal,44
1924,Spain,ESP,No Medal,44
1912,Finland,FIN,No Medal,44
1998,France,FRA,No Medal,44
2010,Kazakhstan,KAZ,No Medal,44
1992,Latvia,LVA,No Medal,44
1972,Mongolia,MNG,No Medal,44
1980,Mongolia,MNG,No Medal,44
1988,Nigeria,NGA,No Medal,44
2002,Norway,NOR,No Medal,44
2006,Norway,NOR,No Medal,44
1964,Philippines,PHL,No Medal,44
1984,Puerto Rico,PRI,No Medal,44
1992,Russia,RUS,Silver,44
1994,Sweden,SWE,No Medal,44
2002,Sweden,SWE,No Medal,44
2016,Tunisia,TUN,No Medal,44
1952,USA,USA,Gold,44
1996,USA,USA,Gold,44
1994,Canada,CAN,No Medal,45
2016,Lithuania,LTU,No Medal,45
2000,Latvia,LVA,No Medal,45
1960,Morocco,MAR,No Medal,45
2000,Norway,NOR,No Medal,45
2006,Poland,POL,No Medal,45
1952,Portugal,PRT,No Medal,45
2014,Australia,AUS,No Medal,46
1976,Brazil,BRA,No Medal,46
1980,Germany,DEU,Silver,46
1948,Greece,GRC,No Medal,46
1972,Greece,GRC,No Medal,46
2008,India,IND,No Medal,46
1992,Ireland,IRL,No Medal,46
1984,Israel,ISR,No Medal,46
2008,Israel,ISR,No Medal,46
1996,Latvia,LVA,No Medal,46
1924,Norway,NOR,No Medal,46
1964,Norway,NOR,No Medal,46
1928,Poland,POL,No Medal,46
2016,Slovakia,SVK,No Medal,46
1992,Thailand,THA,No Medal,46
1924,USA,USA,Gold,46
1968,USA,USA,Gold,46
2012,USA,USA,Gold,46
2016,USA,USA,Gold,46
1956,South Africa,ZAF,No Medal,46
1960,South Africa,ZAF,No Medal,46
1998,Austria,AUT,No Medal,47
2012,Azerbaijan,AZE,No Medal,47
1972,Germany,DEU,Bronze,47
1976,Germany,DEU,Silver,47
1908,France,FRA,No Medal,47
1988,Ireland,IRL,No Medal,47
1932,Italy,ITA,No Medal,47
1994,Japan,JPN,No Medal,47
2014,Kazakhstan,KAZ,No Medal,47
2000,Lithuania,LTU,No Medal,47
1928,Norway,NOR,No Medal,47
1924,Poland,POL,No Medal,47
1976,Russia,RUS,Silver,47
2000,Serbia,SRB,No Medal,47
2012,Tunisia,TUN,No Medal,47
2002,Ukraine,UKR,No Medal,47
2016,Bulgaria,BGR,No Medal,48
1928,Canada,CAN,No Medal,48
2016,Algeria,DZA,No Medal,48
1928,Finland,FIN,No Medal,48
2012,Croatia,HRV,No Medal,48
1912,Hungary,HUN,No Medal,48
1988,Kenya,KEN,No Medal,48
1996,Lithuania,LTU,No Medal,48
1960,Luxembourg,LUX,No Medal,48
1964,Malaysia,MYS,No Medal,48
2010,Poland,POL,No Medal,48
1998,Russia,RUS,No Medal,48
1968,El Salvador,SLV,No Medal,48
2016,Serbia,SRB,No Medal,48
2008,Slovakia,SVK,No Medal,48
2012,Slovakia,SVK,No Medal,48
2000,Thailand,THA,No Medal,48
1996,Belgium,BEL,No Medal,49
2002,Czech Republic,CZE,No Medal,49
1994,Italy,ITA,No Medal,49
2010,Norway,NOR,No Medal,49
2016,Norway,NOR,No Medal,49
1972,Philippines,PHL,No Medal,49
2000,Portugal,PRT,No Medal,49
1984,Turkey,TUR,No Medal,49
2012,Uzbekistan,UZB,No Medal,49
2000,Venezuela,VEN,No Medal,49
2004,Venezuela,VEN,No Medal,49
1928,Austria,AUT,No Medal,50
1952,Brazil,BRA,No Medal,50
1998,Canada,CAN,No Medal,50
1928,Denmark,DNK,No Medal,50
1968,Denmark,DNK,No Medal,50
2000,Denmark,DNK,No Medal,50
1948,Egypt,EGY,No Medal,50
1908,UK,GBR,Silver,50
2012,India,IND,No Medal,50
2012,Ireland,IRL,No Medal,50
2014,South Korea,KOR,No Medal,50
2008,Lithuania,LTU,No Medal,50
2012,Lithuania,LTU,No Medal,50
1936,Norway,NOR,No Medal,50
1960,Russia,RUS,Gold,50
1952,Serbia,SRB,No Medal,50
1996,Turkey,TUR,No Medal,50
1932,USA,USA,Gold,50
1952,South Africa,ZAF,No Medal,50
2004,Austria,AUT,No Medal,51
1984,Belgium,BEL,No Medal,51
2008,China,CHN,Gold,51
2006,China,CHN,No Medal,51
1920,Czech Republic,CZE,No Medal,51
1932,Germany,DEU,No Medal,51
1992,Estonia,EST,No Medal,51
2004,Finland,FIN,No Medal,51
2006,France,FRA,No Medal,51
1984,Greece,GRC,No Medal,51
1988,Greece,GRC,No Medal,51
2000,Croatia,HRV,No Medal,51
1976,Iran,IRN,No Medal,51
1960,South Korea,KOR,No Medal,51
1932,Mexico,MEX,No Medal,51
1912,Norway,NOR,No Medal,51
1960,Portugal,PRT,No Medal,51
2000,Slovenia,SVN,No Medal,51
1996,Austria,AUT,No Medal,52
2006,Czech Republic,CZE,No Medal,52
1976,Germany,DEU,Bronze,52
1980,Germany,DEU,Bronze,52
2004,Denmark,DNK,No Medal,52
2008,Finland,FIN,No Medal,52
2002,France,FRA,No Medal,52
2004,Croatia,HRV,No Medal,52
1924,Hungary,HUN,No Medal,52
2000,Ireland,IRL,No Medal,52
1998,Italy,ITA,No Medal,52
1968,South Korea,KOR,No Medal,52
1920,Netherlands,NLD,No Medal,52
1988,Puerto Rico,PRI,No Medal,52
1980,Russia,RUS,Bronze,52
1994,Russia,RUS,No Medal,52
1968,Belgium,BEL,No Medal,53
1980,Belgium,BEL,No Medal,53
2008,Belgium,BEL,No Medal,53
1988,Germany,DEU,Bronze,53
1976,Mexico,MEX,No Medal,53
1968,Philippines,PHL,No Medal,53
2012,Serbia,SRB,No Medal,53
1992,Slovenia,SVN,No Medal,53
2000,Turkey,TUR,No Medal,53
1956,Austria,AUT,No Medal,54
1972,Belgium,BEL,No Medal,54
2012,Bulgaria,BGR,No Medal,54
1928,Czech Republic,CZE,No Medal,54
1998,Germany,DEU,No Medal,54
2016,Finland,FIN,No Medal,54
1972,Ireland,IRL,No Medal,54
1964,Netherlands,NLD,No Medal,54
1968,Netherlands,NLD,No Medal,54
1920,Norway,NOR,No Medal,54
1960,Norway,NOR,No Medal,54
1968,Puerto Rico,PRI,No Medal,54
1992,Russia,RUS,Gold,54
1976,Argentina,ARG,No Medal,55
2008,Bulgaria,BGR,No Medal,55
2008,Denmark,DNK,No Medal,55
1996,Croatia,HRV,No Medal,55
2016,Ireland,IRL,No Medal,55
1948,Mexico,MEX,No Medal,55
1960,Mexico,MEX,No Medal,55
1976,New Zealand,NZL,No Medal,55
1988,Russia,RUS,Bronze,55
1976,Serbia,SRB,No Medal,55
2004,Slovakia,SVK,No Medal,55
2008,Slovenia,SVN,No Medal,55
1980,Syria,SYR,No Medal,55
1912,USA,USA,No Medal,55
1964,Bulgaria,BGR,No Medal,56
2010,Czech Republic,CZE,No Medal,56
1980,Germany,DEU,Gold,56
1924,Denmark,DNK,No Medal,56
2016,Denmark,DNK,No Medal,56
1968,Spain,ESP,No Medal,56
1908,UK,GBR,Gold,56
2014,Poland,POL,No Medal,56
2004,Turkey,TUR,No Medal,56
1994,USA,USA,No Medal,56
2002,Canada,CAN,No Medal,57
2004,Colombia,COL,No Medal,57
2004,Algeria,DZA,No Medal,57
2014,Japan,JPN,No Medal,57
1964,Mexico,MEX,No Medal,57
1996,Mexico,MEX,No Medal,57
1988,New Zealand,NZL,No Medal,57
1936,Poland,POL,No Medal,57
1960,Romania,ROU,No Medal,57
2016,Uzbekistan,UZB,No Medal,57
1912,UK,GBR,No Medal,58
2000,Kyrgyzstan,KGZ,No Medal,58
1960,Netherlands,NLD,No Medal,58
1968,Norway,NOR,No Medal,58
1992,Puerto Rico,PRI,No Medal,58
1988,Romania,ROU,No Medal,58
2016,Romania,ROU,No Medal,58
1972,Russia,RUS,Gold,58
2008,Austria,AUT,No Medal,59
1976,Germany,DEU,Gold,59
1988,Germany,DEU,Gold,59
2012,Finland,FIN,No Medal,59
1912,France,FRA,No Medal,59
2016,Greece,GRC,No Medal,59
1964,Iran,IRN,No Medal,59
1996,Norway,NOR,No Medal,59
1996,Puerto Rico,PRI,No Medal,59
1912,Russia,RUS,No Medal,59
1968,Serbia,SRB,No Medal,59
2000,Slovakia,SVK,No Medal,59
1928,Sweden,SWE,No Medal,59
2012,South Africa,ZAF,No Medal,59
1960,Argentina,ARG,No Medal,60
2016,Austria,AUT,No Medal,60
2000,Belgium,BEL,No Medal,60
1912,Germany,DEU,No Medal,60
2010,Japan,JPN,No Medal,60
1956,Poland,POL,No Medal,60
2016,Portugal,PRT,No Medal,60
2002,Russia,RUS,No Medal,60
1908,Sweden,SWE,No Medal,60
1996,Cuba,CUB,No Medal,61
2014,Czech Republic,CZE,No Medal,61
2002,Germany,DEU,No Medal,61
1920,Denmark,DNK,No Medal,61
2000,Finland,FIN,No Medal,61
2014,Norway,NOR,No Medal,61
1988,Portugal,PRT,No Medal,61
1968,Romania,ROU,No Medal,61
2008,Uzbekistan,UZB,No Medal,61
1996,South Africa,ZAF,No Medal,61
1968,Austria,AUT,No Medal,62
1972,Cuba,CUB,No Medal,62
2006,Germany,DEU,No Medal,62
1996,Denmark,DNK,No Medal,62
2012,Denmark,DNK,No Medal,62
2010,France,FRA,No Medal,62
2008,Croatia,HRV,No Medal,62
1976,Netherlands,NLD,No Medal,62
2004,Portugal,PRT,No Medal,62
1976,Russia,RUS,Gold,62
1960,Serbia,SRB,No Medal,62
2004,Slovenia,SVN,No Medal,62
2008,Turkey,TUR,No Medal,62
1968,Argentina,ARG,No Medal,63
2012,Argentina,ARG,No Medal,63
1960,Belgium,BEL,No Medal,63
1952,Czech Republic,CZE,No Medal,63
1988,Germany,DEU,Silver,63
1972,Spain,ESP,No Medal,63
1992,Greece,GRC,No Medal,63
1928,Hungary,HUN,No Medal,63
1948,Norway,NOR,No Medal,63
2008,Portugal,PRT,No Medal,63
2016,South Africa,ZAF,No Medal,63
1972,Argentina,ARG,No Medal,64
1988,Belgium,BEL,No Medal,64
1952,Egypt,EGY,No Medal,64
2000,Egypt,EGY,No Medal,64
1900,France,FRA,No Medal,64
2002,Italy,ITA,No Medal,64
1998,Japan,JPN,No Medal,64
2000,Mexico,MEX,No Medal,64
2004,Mexico,MEX,No Medal,64
1952,Netherlands,NLD,No Medal,64
1980,Netherlands,NLD,No Medal,64
1972,New Zealand,NZL,No Medal,64
2012,Slovenia,SVN,No Medal,64
2008,Argentina,ARG,No Medal,65
2000,Austria,AUT,No Medal,65
1976,Cuba,CUB,No Medal,65
1992,Cuba,CUB,No Medal,65
1956,Hungary,HUN,No Medal,65
1920,Italy,ITA,No Medal,65
1988,Russia,RUS,Gold,65
1936,Serbia,SRB,No Medal,65
1984,USA,USA,Silver,65
2000,Uzbekistan,UZB,No Medal,65
2004,South Africa,ZAF,No Medal,65
1980,Austria,AUT,No Medal,66
1906,Greece,GRC,No Medal,66
2016,India,IND,No Medal,66
1996,Ireland,IRL,No Medal,66
2002,Japan,JPN,No Medal,66
1998,USA,USA,No Medal,66
2004,Uzbekistan,UZB,No Medal,66
2000,South Africa,ZAF,No Medal,66
2014,Austria,AUT,No Medal,67
1960,Bulgaria,BGR,No Medal,67
1948,Denmark,DNK,No Medal,67
2008,Egypt,EGY,No Medal,67
1952,Japan,JPN,No Medal,67
1988,Norway,NOR,No Medal,67
2012,Romania,ROU,No Medal,67
1996,Slovakia,SVK,No Medal,67
1904,USA,USA,No Medal,67
1988,Argentina,ARG,No Medal,68
2012,Belgium,BEL,No Medal,68
1968,Bulgaria,BGR,No Medal,68
1980,Brazil,BRA,No Medal,68
1956,Czech Republic,CZE,No Medal,68
1924,Finland,FIN,No Medal,68
2014,France,FRA,No Medal,68
1920,UK,GBR,No Medal,68
1996,Uzbekistan,UZB,No Medal,68
2012,Austria,AUT,No Medal,69
1932,Canada,CAN,No Medal,69
1948,Czech Republic,CZE,No Medal,69
1936,Denmark,DNK,No Medal,69
1976,Spain,ESP,No Medal,69
1936,Finland,FIN,No Medal,69
2010,Italy,ITA,No Medal,69
1976,Norway,NOR,No Medal,69
1992,North Korea,PRK,No Medal,69
1984,Romania,ROU,No Medal,69
1984,Serbia,SRB,No Medal,69
1952,Australia,AUS,No Medal,70
1992,Belgium,BEL,No Medal,70
2016,Belgium,BEL,No Medal,70
2006,Canada,CAN,No Medal,70
2010,Germany,DEU,No Medal,70
1952,Denmark,DNK,No Medal,70
2006,Japan,JPN,No Medal,70
2008,Mexico,MEX,No Medal,70
1936,Netherlands,NLD,No Medal,70
2008,New Zealand,NZL,No Medal,70
2006,Russia,RUS,No Medal,70
2012,Venezuela,VEN,No Medal,70
1988,Denmark,DNK,No Medal,71
1928,Italy,ITA,No Medal,71
1932,Japan,JPN,No Medal,71
2012,Mexico,MEX,No Medal,71
1948,Netherlands,NLD,No Medal,71
1984,New Zealand,NZL,No Medal,71
1992,Portugal,PRT,No Medal,71
1980,Serbia,SRB,No Medal,71
1972,Denmark,DNK,No Medal,72
1992,Denmark,DNK,No Medal,72
1956,Finland,FIN,No Medal,72
1952,Romania,ROU,No Medal,72
2008,Colombia,COL,No Medal,73
2014,Germany,DEU,No Medal,73
1996,Finland,FIN,No Medal,73
2014,Italy,ITA,No Medal,73
1976,Puerto Rico,PRI,No Medal,73
1964,Romania,ROU,No Medal,73
2010,Russia,RUS,No Medal,73
2004,Sweden,SWE,No Medal,73
2002,USA,USA,No Medal,73
1968,Cuba,CUB,No Medal,74
2012,Cuba,CUB,No Medal,74
1960,Czech Republic,CZE,No Medal,74
2012,Greece,GRC,No Medal,74
1924,Netherlands,NLD,No Medal,74
2012,New Zealand,NZL,No Medal,74
2012,Portugal,PRT,No Medal,74
1972,Serbia,SRB,No Medal,74
2012,Sweden,SWE,No Medal,74
2016,Sweden,SWE,No Medal,74
2016,Venezuela,VEN,No Medal,74
1984,Brazil,BRA,No Medal,75
1936,Canada,CAN,No Medal,75
2010,Canada,CAN,No Medal,75
2012,Colombia,COL,No Medal,75
1980,Cuba,CUB,No Medal,75
2006,Italy,ITA,No Medal,75
2008,Romania,ROU,No Medal,75
1980,Russia,RUS,Silver,75
1904,USA,USA,Bronze,75
1976,Austria,AUT,No Medal,76
1984,Egypt,EGY,No Medal,76
1948,Hungary,HUN,No Medal,76
1984,Netherlands,NLD,No Medal,76
1920,Sweden,SWE,No Medal,76
1904,USA,USA,Gold,76
2016,Argentina,ARG,No Medal,77
2000,Bulgaria,BGR,No Medal,77
2016,Mexico,MEX,No Medal,77
1972,Netherlands,NLD,No Medal,77
2012,Turkey,TUR,No Medal,77
1980,Spain,ESP,No Medal,78
1956,Japan,JPN,No Medal,78
1996,New Zealand,NZL,No Medal,78
1996,Portugal,PRT,No Medal,78
1912,Sweden,SWE,No Medal,78
1936,Sweden,SWE,No Medal,78
2010,USA,USA,No Medal,78
1952,Belgium,BEL,No Medal,79
1964,Czech Republic,CZE,No Medal,79
2004,Romania,ROU,No Medal,79
2008,Sweden,SWE,No Medal,79
2006,USA,USA,No Medal,79
1904,USA,USA,Silver,79
2004,Argentina,ARG,No Medal,80
1936,Belgium,BEL,No Medal,80
1948,Belgium,BEL,No Medal,80
2016,Belarus,BLR,No Medal,80
2016,Colombia,COL,No Medal,80
1968,Czech Republic,CZE,No Medal,80
1996,Netherlands,NLD,No Medal,80
2012,Netherlands,NLD,No Medal,80
1952,Poland,POL,No Medal,80
1976,Romania,ROU,No Medal,80
2016,Turkey,TUR,No Medal,80
1952,Argentina,ARG,No Medal,81
1924,Belgium,BEL,No Medal,81
1972,Bulgaria,BGR,No Medal,81
1996,Bulgaria,BGR,No Medal,81
1996,Brazil,BRA,No Medal,81
1924,Czech Republic,CZE,No Medal,81
1928,UK,GBR,No Medal,81
2016,Kazakhstan,KAZ,No Medal,81
2000,Netherlands,NLD,No Medal,81
2004,New Zealand,NZL,No Medal,81
1984,Argentina,ARG,No Medal,82
1964,Austria,AUT,No Medal,82
2008,Cuba,CUB,No Medal,82
1908,UK,GBR,No Medal,82
2008,Venezuela,VEN,No Medal,82
1968,Finland,FIN,No Medal,83
1988,Finland,FIN,No Medal,83
2008,Netherlands,NLD,No Medal,83
1924,Sweden,SWE,No Medal,83
1964,Finland,FIN,No Medal,84
1976,Finland,FIN,No Medal,84
1956,Italy,ITA,No Medal,84
2016,New Zealand,NZL,No Medal,84
1988,Serbia,SRB,No Medal,84
1976,Belgium,BEL,No Medal,85
2004,Bulgaria,BGR,No Medal,85
2016,Czech Republic,CZE,No Medal,85
2016,Egypt,EGY,No Medal,85
1984,Finland,FIN,No Medal,85
2004,Netherlands,NLD,No Medal,85
1992,New Zealand,NZL,No Medal,85
2000,Sweden,SWE,No Medal,85
1992,South Africa,ZAF,No Medal,85
1964,Argentina,ARG,No Medal,86
2000,Brazil,BRA,No Medal,86
2012,Egypt,EGY,No Medal,86
1948,Finland,FIN,No Medal,86
1992,Mexico,MEX,No Medal,86
2014,Russia,RUS,No Medal,86
1984,USA,USA,Gold,86
1952,Canada,CAN,No Medal,87
2014,Canada,CAN,No Medal,87
2004,Cuba,CUB,No Medal,87
1996,Greece,GRC,No Medal,87
1948,Italy,ITA,No Medal,87
2004,Kazakhstan,KAZ,No Medal,87
1984,Mexico,MEX,No Medal,87
1948,Sweden,SWE,No Medal,87
1956,Sweden,SWE,No Medal,87
1964,Sweden,SWE,No Medal,87
1920,USA,USA,No Medal,87
1992,Argentina,ARG,No Medal,88
1952,Austria,AUT,No Medal,88
1972,Austria,AUT,No Medal,88
1960,Spain,ESP,No Medal,88
1988,Netherlands,NLD,No Medal,88
2008,South Africa,ZAF,No Medal,88
2016,Cuba,CUB,No Medal,89
1936,Japan,JPN,No Medal,89
1952,Norway,NOR,No Medal,89
1928,USA,USA,No Medal,89
1928,Belgium,BEL,No Medal,90
1972,Finland,FIN,No Medal,90
1980,Finland,FIN,No Medal,90
1920,France,FRA,No Medal,90
1980,France,FRA,No Medal,90
1936,UK,GBR,No Medal,90
1996,Kazakhstan,KAZ,No Medal,90
1980,Russia,RUS,Gold,90
1924,USA,USA,No Medal,90
1924,Italy,ITA,No Medal,91
2014,USA,USA,No Medal,91
1936,France,FRA,No Medal,92
1988,Mexico,MEX,No Medal,92
2000,New Zealand,NZL,No Medal,92
2000,Czech Republic,CZE,No Medal,93
2008,Kazakhstan,KAZ,No Medal,93
1972,Norway,NOR,No Medal,93
2000,Argentina,ARG,No Medal,94
1948,Canada,CAN,No Medal,94
1928,Germany,DEU,No Medal,94
1936,Italy,ITA,No Medal,94
1932,USA,USA,No Medal,94
1960,Austria,AUT,No Medal,95
1920,Belgium,BEL,No Medal,95
2012,Czech Republic,CZE,No Medal,95
1928,Netherlands,NLD,No Medal,95
1948,Austria,AUT,No Medal,96
1960,Hungary,HUN,No Medal,96
1976,Hungary,HUN,No Medal,96
2012,Kazakhstan,KAZ,No Medal,96
1964,Poland,POL,No Medal,96
1972,Romania,ROU,No Medal,96
1984,Austria,AUT,No Medal,97
1956,Canada,CAN,No Medal,97
1960,Canada,CAN,No Medal,97
2012,Hungary,HUN,No Medal,97
1984,South Korea,KOR,No Medal,97
1964,France,FRA,No Medal,98
1964,Italy,ITA,No Medal,98
2000,Kazakhstan,KAZ,No Medal,98
1996,Argentina,ARG,No Medal,99
1988,Austria,AUT,No Medal,99
2000,Belarus,BLR,No Medal,99
1972,Czech Republic,CZE,No Medal,99
1976,Czech Republic,CZE,No Medal,99
1992,Norway,NOR,No Medal,99
1976,Bulgaria,BGR,No Medal,100
2004,Czech Republic,CZE,No Medal,100
1952,Hungary,HUN,No Medal,100
1948,Argentina,ARG,No Medal,101
1980,Australia,AUS,No Medal,101
1992,Austria,AUT,No Medal,101
1988,Brazil,BRA,No Medal,101
1984,Norway,NOR,No Medal,101
2012,Belarus,BLR,No Medal,102
2008,Czech Republic,CZE,No Medal,102
2008,Greece,GRC,No Medal,102
1964,South Korea,KOR,No Medal,102
2000,Romania,ROU,No Medal,102
1996,Sweden,SWE,No Medal,102
1936,Hungary,HUN,No Medal,103
1960,Poland,POL,No Medal,103
1968,Australia,AUS,No Medal,104
1996,Czech Republic,CZE,No Medal,105
1980,Italy,ITA,No Medal,105
2016,South Korea,KOR,No Medal,105
1960,Finland,FIN,No Medal,106
2000,Greece,GRC,No Medal,106
2016,Hungary,HUN,No Medal,106
1956,France,FRA,No Medal,107
1992,Netherlands,NLD,No Medal,107
1956,Russia,RUS,No Medal,107
1936,Austria,AUT,No Medal,108
1996,Belarus,BLR,No Medal,108
1936,Germany,DEU,No Medal,108
1968,Hungary,HUN,No Medal,108
1988,Poland,POL,No Medal,108
1952,Russia,RUS,No Medal,108
1956,Germany,DEU,No Medal,109
1924,UK,GBR,No Medal,109
2000,Cuba,CUB,No Medal,110
1936,Czech Republic,CZE,No Medal,110
1992,Finland,FIN,No Medal,110
1960,Japan,JPN,No Medal,110
2004,Belarus,BLR,No Medal,111
1984,Spain,ESP,No Medal,111
1972,Hungary,HUN,No Medal,111
1972,Mexico,MEX,No Medal,111
2016,Netherlands,NLD,No Medal,111
1972,Sweden,SWE,No Medal,111
2008,Belarus,BLR,No Medal,112
1992,Brazil,BRA,No Medal,112
1948,USA,USA,No Medal,112
1996,Poland,POL,No Medal,113
